timestamp,USD_bid,USD_ask,EUR_bid,EUR_ask,GBP_bid,GBP_ask,PLN,PLN_USD,USD_PLN,PLN_EUR,EUR_PLN,PLN_GBP,GBP_PLN,USD_EUR,EUR_USD,USD_GBP,GBP_USD,EUR_GBP,GBP_EUR
2025-01-01 09:00:00,3.9721,4.0548,4.3072,4.387,5.1638,5.2609,1.0,0.24662128834961033,3.9721,0.22794620469569185,4.3072,0.1900815449827976,5.1638,0.9054251196717576,1.0622472131794416,0.7550229048261704,1.273503008779718,0.8187192305499058,1.1770686118076135
2025-01-01 09:00:02,3.9449,4.0394,4.3155,4.4002,4.9954,5.089,1.0,0.24756151903748083,3.9449,0.22726239716376528,4.3155,0.1965022597759874,4.9954,0.8965274305713377,1.0683517354062486,0.7751817645902928,1.2366688121998317,0.8480055020632736,1.1352665787918732
2025-01-01 09:00:04,4.0323,4.1078,4.2907,4.3789,5.0225,5.1343,1.0,0.24343931057987242,4.0323,0.22836785494073855,4.2907,0.19476851761681244,5.0225,0.9208477014775401,1.0445250499050587,0.7853650935862728,1.2226739373874094,0.8356932785384571,1.1469775514398595
2025-01-01 09:00:06,3.8029,3.8769,4.229,4.3024,5.0346,5.1348,1.0,0.25793804328200365,3.8029,0.2324284120490889,4.229,0.1947495520760302,5.0346,0.8839020081814802,1.0908199850395934,0.7406130715899354,1.2986148727075757,0.8235958557295318,1.1701840833023431
2025-01-01 09:00:08,3.8816,3.9575,4.2796,4.3481,4.9586,5.0619,1.0,0.2526847757422615,3.8816,0.22998551091281252,4.2796,0.1975542780378909,4.9586,0.8927117591591731,1.0813897662665826,0.7668266856318775,1.252962728995578,0.8454532882909581,1.140406154412272
2025-01-01 09:00:10,3.9331,4.0186,4.2789,4.3728,5.0003,5.0976,1.0,0.24884288060518586,3.9331,0.2286864251738017,4.2789,0.19617074701820464,5.0003,0.8994465788510795,1.0647738018215298,0.7715591650973007,1.244289055890111,0.8393950094161959,1.1435007317965606
2025-01-01 09:00:12,3.9995,4.0739,4.2238,4.3136,5.0968,5.2,1.0,0.24546503350597706,3.9995,0.23182492581602374,4.2238,0.1923076923076923,5.0968,0.9271837908011868,1.0367952085225458,0.7691346153846154,1.251086182773264,0.8122692307692307,1.1815652818991098
2025-01-01 09:00:14,3.9618,4.0302,4.2872,4.3807,5.0861,5.1786,1.0,0.24812664383901545,3.9618,0.22827402013376857,4.2872,0.19310238288340478,5.0861,0.9043760129659644,1.0637685474666272,0.765033020507473,1.2619969232296164,0.827868535897733,1.1610244938023604
2025-01-01 09:00:16,3.8187,3.8966,4.235,4.33,5.0395,5.1357,1.0,0.2566339886054509,3.8187,0.23094688221709006,4.235,0.1947154234086882,5.0395,0.8819168591224019,1.0868449417440846,0.7435597873707577,1.29330698557717,0.8246198181357947,1.1638568129330256
2025-01-01 09:00:18,3.9911,4.0766,4.2782,4.3719,5.0691,5.1732,1.0,0.24530245793062846,3.9911,0.22873350259612524,4.2782,0.19330395113276116,5.0691,0.9128982822113955,1.0494529755188147,0.7714953993659631,1.2434626894961487,0.8269929637361788,1.1594729980100185
2025-01-01 09:00:20,3.9346,4.0214,4.2757,4.3604,4.9985,5.091,1.0,0.24866961754612824,3.9346,0.22933675809558754,4.2757,0.19642506383814573,4.9985,0.9023484084028988,1.0632366837419804,0.7728540561775682,1.2429750833043218,0.8398546454527597,1.1463397853407944
2025-01-01 09:00:22,4.0063,4.0968,4.3697,4.4469,5.0859,5.1845,1.0,0.2440929505955868,4.0063,0.22487575614473002,4.3697,0.19288263091908575,5.0859,0.900919741842632,1.0666129662175357,0.7727456842511333,1.2414323374340948,0.842839232327129,1.1436956081764824
2025-01-01 09:00:24,3.9151,4.0039,4.2708,4.351,4.9763,5.0791,1.0,0.24975648742476086,3.9151,0.22983222247759136,4.2708,0.19688527495028646,4.9763,0.8998161342220179,1.0666600064936689,0.7708255399578664,1.2428632083718376,0.8408576322576835,1.143714088715238
2025-01-01 09:00:26,4.0139,4.0941,4.2846,4.3616,5.0565,5.1665,1.0,0.24425392638186658,4.0139,0.2292736610418195,4.2846,0.19355463079454174,5.0565,0.9202815480557592,1.0465303729757456,0.7769089325462111,1.2350699787499084,0.8293041711022936,1.1593222670579604
2025-01-01 09:00:28,3.8913,3.9604,4.2071,4.2958,4.9319,5.0322,1.0,0.2524997475002525,3.8913,0.2327855114297686,4.2071,0.19872024164381386,4.9319,0.9058382606266587,1.0622916877083122,0.7732800763085729,1.2453035046964953,0.8360359286196892,1.1480748638204759
2025-01-01 09:00:30,3.8985,3.9849,4.2464,4.3249,4.9902,5.0941,1.0,0.2509473261562398,3.8985,0.2312192189414784,4.2464,0.19630552992677802,4.9902,0.9014081250433534,1.0656227257898567,0.7652971084195441,1.2522773469848678,0.8335918022810703,1.1538301463617655
2025-01-01 09:00:32,3.9245,4.0116,4.2996,4.3873,4.9983,5.1016,1.0,0.24927709642038093,3.9245,0.22793061791990518,4.2996,0.19601693586325858,4.9983,0.8945137100266679,1.0717918037690697,0.7692684647953583,1.2459617110379901,0.8427944174376665,1.1392656075490621
2025-01-01 09:00:34,3.8926,3.97,4.2294,4.3081,4.9284,5.0181,1.0,0.2518891687657431,3.8926,0.23212088855876142,4.2294,0.1992786114266356,4.9284,0.9035537708038347,1.0653400503778336,0.7757119228393217,1.241410579345088,0.8428289591678126,1.143984587173
2025-01-01 09:00:36,3.8858,3.9553,4.2526,4.3368,4.996,5.0966,1.0,0.2528253229843501,3.8858,0.23058476295886365,4.2526,0.19620923753090297,4.996,0.8960062719055525,1.0751649685232474,0.7624298551975828,1.2631153136298134,0.8343994035239181,1.152001475742483
2025-01-01 09:00:38,3.9537,4.0338,4.2879,4.3716,5.077,5.1893,1.0,0.24790520105111805,3.9537,0.2287491993778022,4.2879,0.1927042182953385,5.077,0.9044057095800165,1.062992711587089,0.7618946678742797,1.2586147057365262,0.8262964176285817,1.1613596852411017
2025-01-01 09:00:40,3.8859,3.9682,4.2337,4.313,5.0472,5.1571,1.0,0.25200342724661057,3.8859,0.2318571759795966,4.2337,0.19390742859358942,5.0472,0.9009738001391143,1.066906909933975,0.7535048767718291,1.2719116979990928,0.8209458804366795,1.1702295386042199
2025-01-01 09:00:42,3.9812,4.0646,4.2741,4.3476,4.9618,5.0636,1.0,0.2460266692909511,3.9812,0.23001196062195234,4.2741,0.19748795323485266,4.9618,0.9157236176281166,1.051542587216454,0.7862390394185954,1.2207351276878413,0.8440832609210838,1.1412733462140032
2025-01-01 09:00:44,3.9979,4.078,4.2855,4.3737,4.9933,5.0968,1.0,0.24521824423737124,3.9979,0.22863936712623179,4.2855,0.19620153822005965,4.9933,0.9140773258339621,1.0508827856792544,0.7843941296499765,1.2244482589504657,0.8408216920420656,1.141664951871413
2025-01-01 09:00:46,3.9654,4.0363,4.3346,4.4194,5.0409,5.1363,1.0,0.24775165374228875,3.9654,0.22627505996289088,4.3346,0.19469267760839515,5.0409,0.8972711227768474,1.0739043183113248,0.77203434378833,1.2488913113495033,0.8439148803613495,1.1406299497669365
2025-01-01 09:00:48,3.964,4.0395,4.2593,4.3379,4.9547,5.0452,1.0,0.24755539051862852,3.964,0.23052629152354825,4.2593,0.19820819789106475,4.9547,0.9138062195993453,1.0544126748359943,0.7856972964401807,1.2265626934026488,0.8442281772774121,1.1421886166117245
